%    ___                              _ _    _     
%   / __|___ _ __  _ __ _ _ ___ _____(_) |__| |___ 
%  | (__/ _ \ '  \| '_ \ '_/ -_|_-<_-< | '_ \ / -_)
%   \___\___/_|_|_| .__/_| \___/__/__/_|_.__/_\___|
%                 |_|                              
%   _            _         _         _        _                       _ 
%  | |_ _  _ _ _| |__ _  _| |___ _ _| |_   __| |_  __ _ _ _  _ _  ___| |
%  |  _| || | '_| '_ \ || | / -_) ' \  _| / _| ' \/ _` | ' \| ' \/ -_) |
%   \__|\_,_|_| |_.__/\_,_|_\___|_||_\__| \__|_||_\__,_|_||_|_||_\___|_|
%                                                                       
%      _      _        
%   __| |__ _| |_ __ _ 
%  / _` / _` |  _/ _` |
%  \__,_\__,_|\__\__,_|
%
%  Compressible turbulent channel data
%    by
%    Andrew Trettel and Johan Larsson
%    University of Maryland, College Park
%
%  Point of contact:
%    Andrew Trettel
%    andrew.trettel@gmail.com
%    University of California, Los Angeles
%    Department of Mechanical and Aerospace Engineering
%
%  Literature source:
%  "Mean velocity scaling for compressible wall turbulence with heat transfer"
%  Trettel, Andrew and Larsson, Johan, Physics of Fluids, 28, 026102 (2016),
%  DOI:http://dx.doi.org/10.1063/1.4942022
%
%  Notation used:
%     X'   - Fluctuation from Reynolds decomposition
%     X''  - Fluctuation from Favre decomposition
%    <X>   - Reynolds-averaged quantity
%    <X>_f - Favre-averaged quantity
%
%
%  Processed on 2016-11-23.
%
%     paper = M3.0R600
%  casename = c3d_r24000 
%   Ma_bulk = +3.00000150e+00 
%   Re_bulk = +2.39998080e+04 
%        Pr = +7.00000000e-01 
%     gamma = +1.40000000e+00 
%         R = +7.93650000e-02 
%     omega = +7.50000000e-01 
%
%       n_x = 1728 
%       n_y = 416 
%       n_z = 896 
%
%       T_w = +1.00000000e+00 
%     rho_w = +2.42131967e+00 
%      mu_w = +4.16670000e-05 
%     tau_w = +2.52380343e-03 
%       u_e = +1.14125977e+00 
%       T_e = +2.49121777e+00 
%     rho_e = +9.75933059e-01 
%      mu_e = +8.26230080e-05 
%
%     u_tau = +3.22850675e-02 
%      l_nu = +5.33013740e-04 
%     T_tau = -1.16216286e-01 
%
%       B_q = -1.16216286e-01 
%       q_w = -2.52358471e-03 
%
%    Re_tau = +1.87612424e+03 
%   Re_tau* = +6.00671153e+02 
%    Ma_tau = +9.68552509e-02 
%
%
%  Descriptions of columns
%  ( 1)               y: Wall-normal coordinate
%  ( 2)              y+: Wall-normal coordinate, scaled by viscous units
%  ( 3)            Y+tl: Wall-normal coordinate, transformed by the Trettel-Larsson transformation (semi-local scaling)
%  ( 4)             <u>: Reynolds-averaged streamwise velocity
%  ( 5)           <u>_f: Favre-averaged streamwise velocity
%  ( 6)              u+: Reynolds-averaged streamwise velocity, scaled by viscous units
%  ( 7)            U+vd: Reynolds-averaged streamwise velocity, transformed by the Van Driest transformation
%  ( 8)            U+vs: Reynolds-averaged streamwise velocity, transformed by the viscous sublayer transformation
%  ( 9)            U+tl: Reynolds-averaged streamwise velocity, transformed by the Trettel-Larsson transformation
%  (10)           <rho>: Reynolds-averaged density
%  (11)             <P>: Reynolds-averaged pressure
%  (12)             <T>: Reynolds-averaged temperature
%  (13)           <T>_f: Favre-averaged temperature
%  (14)              mu: Viscosity function evaluated at the Reynolds-averaged temperature
%  (15)      <u''u''>_f: Favre-averaged streamwise velocity fluctuations squared
%  (16)      <v''v''>_f: Favre-averaged wall-normal velocity fluctuations squared
%  (17)      <w''w''>_f: Favre-averaged spanwise velocity fluctuations squared
%  (18)      <u''v''>_f: Favre-averaged Reynolds shear stress
%  (19)      <rho'rho'>: Reynolds-averaged density fluctuations squared
%  (20)          <P'P'>: Reynolds-averaged pressure fluctuations squared
%  (21)      <T''T''>_f: Favre-averaged temperature fluctuations squared
%  (22)      <T''v''>_f: 
%
%
%                y,               y+,             Y+tl,              <u>,            <u>_f,               u+,             U+vd,             U+vs,             U+tl,            <rho>,              <P>,              <T>,            <T>_f,               mu,       <u''u''>_f,       <v''v''>_f,       <w''w''>_f,       <u''v''>_f,       <rho'rho'>,           <P'P'>,       <T''T''>_f,       <T''v''>_f,
   +4.18810941e-01,  +7.85741360e+02,  +2.54653062e+02,  +1.01240352e+00,  +1.01213279e+00,  +3.13582593e+01,  +2.33910761e+01,  +5.05143953e+01,  +1.91605998e+01,  +9.82115010e-01,  +1.91855441e-01,  +2.46139377e+00,  +2.46140319e+00,  +8.18800416e-05,  +5.16708599e-03,  +2.12972039e-03,  +2.91727083e-03,  -1.47697705e-03,  +3.41138411e-04,  +1.97580542e-05,  +1.08916266e-03,  -6.05135348e-04,
   +4.25291554e-01,  +7.97899794e+02,  +2.58496191e+02,  +1.01488819e+00,  +1.01462765e+00,  +3.14352198e+01,  +2.34400874e+01,  +5.06656501e+01,  +1.92084096e+01,  +9.81874923e-01,  +1.91874058e-01,  +2.46222819e+00,  +2.46224395e+00,  +8.19008590e-05,  +5.11436125e-03,  +2.11147745e-03,  +2.88860463e-03,  -1.46151157e-03,  +3.34257467e-04,  +1.95160786e-05,  +1.05969278e-03,  -5.91960884e-04,
   +4.31834876e-01,  +8.10175880e+02,  +2.62376277e+02,  +1.01736593e+00,  +1.01711535e+00,  +3.15119655e+01,  +2.34889560e+01,  +5.08165206e+01,  +1.92560950e+01,  +9.81640408e-01,  +1.91892714e-01,  +2.46304980e+00,  +2.46307165e+00,  +8.19213549e-05,  +5.06082801e-03,  +2.09290010e-03,  +2.85939014e-03,  -1.44591829e-03,  +3.27534706e-04,  +1.92768333e-05,  +1.03098310e-03,  -5.78888128e-04,
   +4.38440791e-01,  +8.22569397e+02,  +2.66293523e+02,  +1.01983848e+00,  +1.01959772e+00,  +3.15885503e+01,  +2.35377164e+01,  +5.09671123e+01,  +1.93036928e+01,  +9.81413666e-01,  +1.91911902e-01,  +2.46385932e+00,  +2.46388706e+00,  +8.19415477e-05,  +5.00594190e-03,  +2.07403082e-03,  +2.82946462e-03,  -1.43010559e-03,  +3.20927908e-04,  +1.90399642e-05,  +1.00298303e-03,  -5.65901685e-04,
   +4.45109159e-01,  +8.35080085e+02,  +2.70247374e+02,  +1.02230759e+00,  +1.02207653e+00,  +3.16650286e+01,  +2.35864036e+01,  +5.11175315e+01,  +1.93512310e+01,  +9.81191420e-01,  +1.91931053e-01,  +2.46465764e+00,  +2.46469107e+00,  +8.19614593e-05,  +4.94927761e-03,  +2.05491019e-03,  +2.79877293e-03,  -1.41397993e-03,  +3.14413787e-04,  +1.88043637e-05,  +9.75624668e-04,  -5.52981685e-04,
   +4.51839819e-01,  +8.47707638e+02,  +2.74238156e+02,  +1.02477261e+00,  +1.02455111e+00,  +3.17413804e+01,  +2.36350047e+01,  +5.12677380e+01,  +1.93987019e+01,  +9.80976381e-01,  +1.91950677e-01,  +2.46544453e+00,  +2.46548340e+00,  +8.19810845e-05,  +4.89101771e-03,  +2.03554366e-03,  +2.76750621e-03,  -1.39757058e-03,  +3.07988832e-04,  +1.85689186e-05,  +9.48988683e-04,  -5.40155579e-04,
   +4.58632585e-01,  +8.60451712e+02,  +2.78265536e+02,  +1.02723140e+00,  +1.02701928e+00,  +3.18175392e+01,  +2.36834776e+01,  +5.14176002e+01,  +1.94460613e+01,  +9.80766217e-01,  +1.91970260e-01,  +2.46621929e+00,  +2.46626331e+00,  +8.20004053e-05,  +4.83150807e-03,  +2.01593771e-03,  +2.73604534e-03,  -1.38096357e-03,  +3.01652015e-04,  +1.83323530e-05,  +9.23108930e-04,  -5.27439864e-04,
   +4.65487252e-01,  +8.73311918e+02,  +2.82329788e+02,  +1.02968310e+00,  +1.02948014e+00,  +3.18934783e+01,  +2.37318057e+01,  +5.15670652e+01,  +1.94932973e+01,  +9.80563376e-01,  +1.91990274e-01,  +2.46698177e+00,  +2.46703066e+00,  +8.20194188e-05,  +4.77085274e-03,  +1.99611745e-03,  +2.70462637e-03,  -1.36418581e-03,  +2.95407766e-04,  +1.80943855e-05,  +8.97888168e-04,  -5.14818895e-04,
   +4.72403588e-01,  +8.86287823e+02,  +2.86430433e+02,  +1.03212714e+00,  +1.03193306e+00,  +3.19691801e+01,  +2.37799779e+01,  +5.17160976e+01,  +1.95403944e+01,  +9.80365168e-01,  +1.92010191e-01,  +2.46773200e+00,  +2.46778542e+00,  +8.20381251e-05,  +4.70915535e-03,  +1.97612190e-03,  +2.67339692e-03,  -1.34728222e-03,  +2.89290687e-04,  +1.78549097e-05,  +8.73319138e-04,  -5.02306559e-04,
   +4.79381339e-01,  +8.99378952e+02,  +2.90567586e+02,  +1.03456274e+00,  +1.03437737e+00,  +3.20446207e+01,  +2.38279791e+01,  +5.18646491e+01,  +1.95873408e+01,  +9.80173563e-01,  +1.92030459e-01,  +2.46847071e+00,  +2.46852836e+00,  +8.20565428e-05,  +4.64629157e-03,  +1.95598298e-03,  +2.64233150e-03,  -1.33028735e-03,  +2.83301496e-04,  +1.76143630e-05,  +8.49263000e-04,  -4.89889027e-04,
   +4.86420229e-01,  +9.12584784e+02,  +2.94740560e+02,  +1.03699027e+00,  +1.03681353e+00,  +3.21198111e+01,  +2.38758164e+01,  +5.20127412e+01,  +1.96341371e+01,  +9.79985487e-01,  +1.92050572e-01,  +2.46919906e+00,  +2.46926072e+00,  +8.20747009e-05,  +4.58202696e-03,  +1.93573518e-03,  +2.61104363e-03,  -1.31318198e-03,  +2.77413087e-04,  +1.73727623e-05,  +8.25543374e-04,  -4.77564269e-04,
   +4.93519955e-01,  +9.25904751e+02,  +2.98949602e+02,  +1.03941090e+00,  +1.03924281e+00,  +3.21947878e+01,  +2.39235133e+01,  +5.21604445e+01,  +1.96808106e+01,  +9.79803333e-01,  +1.92070972e-01,  +2.46991667e+00,  +2.46998211e+00,  +8.20925900e-05,  +4.51636018e-03,  +1.91540014e-03,  +2.57917216e-03,  -1.29595750e-03,  +2.71631323e-04,  +1.71311516e-05,  +8.02285075e-04,  -4.65415852e-04,
   +5.00680190e-01,  +9.39338243e+02,  +3.03194484e+02,  +1.04182686e+00,  +1.04166741e+00,  +3.22696200e+01,  +2.39711138e+01,  +5.23078952e+01,  +1.97274039e+01,  +9.79625517e-01,  +1.92091203e-01,  +2.47062171e+00,  +2.47069066e+00,  +8.21101643e-05,  +4.44938659e-03,  +1.89498199e-03,  +2.54674368e-03,  -1.27858276e-03,  +2.65999469e-04,  +1.68909274e-05,  +7.79710827e-04,  -4.53521099e-04,
   +5.07900586e-01,  +9.52884602e+02,  +3.07475527e+02,  +1.04424062e+00,  +1.04408978e+00,  +3.23443839e+01,  +2.40186668e+01,  +5.24552426e+01,  +1.97739700e+01,  +9.79454746e-01,  +1.92111743e-01,  +2.47131347e+00,  +2.47138567e+00,  +8.21274067e-05,  +4.38143589e-03,  +1.87443965e-03,  +2.51408860e-03,  -1.26103534e-03,  +2.60551565e-04,  +1.66538245e-05,  +7.57827867e-04,  -4.41857692e-04,
   +5.15180765e-01,  +9.66543123e+02,  +3.11792051e+02,  +1.04665310e+00,  +1.04651078e+00,  +3.24191082e+01,  +2.40661904e+01,  +5.26025424e+01,  +1.98205214e+01,  +9.79288541e-01,  +1.92132220e-01,  +2.47199331e+00,  +2.47206858e+00,  +8.21443506e-05,  +4.31305966e-03,  +1.85370831e-03,  +2.48156842e-03,  -1.24328703e-03,  +2.55283295e-04,  +1.64209568e-05,  +7.36490561e-04,  -4.30354100e-04,
   +5.22520328e-01,  +9.80313054e+02,  +3.16143914e+02,  +1.04906466e+00,  +1.04893077e+00,  +3.24938040e+01,  +2.41136919e+01,  +5.27498165e+01,  +1.98670660e+01,  +9.79128365e-01,  +1.92153074e-01,  +2.47266311e+00,  +2.47274136e+00,  +8.21610430e-05,  +4.24475491e-03,  +1.83276521e-03,  +2.44941393e-03,  -1.22530679e-03,  +2.50168267e-04,  +1.61933290e-05,  +7.15519626e-04,  -4.18931177e-04,
   +5.29918849e-01,  +9.94193599e+02,  +3.20530451e+02,  +1.05147693e+00,  +1.05135129e+00,  +3.25685219e+01,  +2.41612037e+01,  +5.28971636e+01,  +1.99136307e+01,  +9.78971766e-01,  +1.92173876e-01,  +2.47332346e+00,  +2.47340463e+00,  +8.21774988e-05,  +4.17660178e-03,  +1.81162506e-03,  +2.41765843e-03,  -1.20710999e-03,  +2.45175478e-04,  +1.59704935e-05,  +6.94902433e-04,  -4.07581864e-04,
   +5.37375877e-01,  +1.00818391e+03,  +3.24951940e+02,  +1.05389212e+00,  +1.05377446e+00,  +3.26433303e+01,  +2.42087692e+01,  +5.30447184e+01,  +1.99602639e+01,  +9.78821262e-01,  +1.92195036e-01,  +2.47397334e+00,  +2.47405733e+00,  +8.21936928e-05,  +4.10840509e-03,  +1.79028816e-03,  +2.38613461e-03,  -1.18869741e-03,  +2.40288287e-04,  +1.57510050e-05,  +6.74806534e-04,  -3.96336209e-04,
   +5.44890935e-01,  +1.02228309e+03,  +3.29407919e+02,  +1.05631135e+00,  +1.05620129e+00,  +3.27182637e+01,  +2.42564107e+01,  +5.31925489e+01,  +2.00069850e+01,  +9.78675074e-01,  +1.92216147e-01,  +2.47461205e+00,  +2.47469869e+00,  +8.22096074e-05,  +4.04017918e-03,  +1.76876699e-03,  +2.35434286e-03,  -1.17007749e-03,  +2.35495862e-04,  +1.55332478e-05,  +6.55256288e-04,  -3.85167184e-04,
   +5.52463523e-01,  +1.03649021e+03,  +3.33898362e+02,  +1.05873479e+00,  +1.05863191e+00,  +3.27933274e+01,  +2.43041315e+01,  +5.33406648e+01,  +2.00538000e+01,  +9.78534761e-01,  +1.92237547e-01,  +2.47523995e+00,  +2.47532910e+00,  +8.22252517e-05,  +3.97197121e-03,  +1.74712329e-03,  +2.32183760e-03,  -1.15126671e-03,  +2.30770523e-04,  +1.53163492e-05,  +6.36169081e-04,  -3.74059077e-04,
   +5.60093111e-01,  +1.05080426e+03,  +3.38422659e+02,  +1.06116250e+00,  +1.06106639e+00,  +3.28685236e+01,  +2.43519331e+01,  +5.34890701e+01,  +2.01007070e+01,  +9.78398266e-01,  +1.92258828e-01,  +2.47585699e+00,  +2.47594848e+00,  +8.22406243e-05,  +3.90372197e-03,  +1.72539092e-03,  +2.28859095e-03,  -1.13227420e-03,  +2.26079947e-04,  +1.50984140e-05,  +6.17525426e-04,  -3.63081190e-04,
   +5.67779146e-01,  +1.06522422e+03,  +3.42981154e+02,  +1.06359229e+00,  +1.06350253e+00,  +3.29437841e+01,  +2.43997724e+01,  +5.36376299e+01,  +2.01476703e+01,  +9.78268335e-01,  +1.92280410e-01,  +2.47646168e+00,  +2.47655530e+00,  +8.22556884e-05,  +3.83554745e-03,  +1.70353221e-03,  +2.25479738e-03,  -1.11310482e-03,  +2.21384304e-04,  +1.48770688e-05,  +5.99405271e-04,  -3.52314087e-04,
   +5.75521049e-01,  +1.07974899e+03,  +3.47573424e+02,  +1.06601840e+00,  +1.06593457e+00,  +3.30189305e+01,  +2.44475360e+01,  +5.37859912e+01,  +2.01945774e+01,  +9.78143622e-01,  +1.92301960e-01,  +2.47705316e+00,  +2.47714867e+00,  +8.22704224e-05,  +3.76773968e-03,  +1.68151956e-03,  +2.22054744e-03,  -1.09377036e-03,  +2.16652955e-04,  +1.46503801e-05,  +5.81798685e-04,  -3.41739916e-04,
   +5.83318214e-01,  +1.09437744e+03,  +3.52199211e+02,  +1.06843459e+00,  +1.06835636e+00,  +3.30937698e+01,  +2.44951015e+01,  +5.39337725e+01,  +2.02413086e+01,  +9.78025140e-01,  +1.92323786e-01,  +2.47763275e+00,  +2.47772994e+00,  +8.22848593e-05,  +3.70060335e-03,  +1.65941386e-03,  +2.18576711e-03,  -1.07428855e-03,  +2.11909696e-04,  +1.44188482e-05,  +5.64478606e-04,  -3.31271102e-04,
   +5.91170010e-01,  +1.10910839e+03,  +3.56857563e+02,  +1.07083616e+00,  +1.07076325e+00,  +3.31681562e+01,  +2.45423763e+01,  +5.40806850e+01,  +2.02877666e+01,  +9.77910034e-01,  +1.92345416e-01,  +2.47820158e+00,  +2.47830028e+00,  +8.22990277e-05,  +3.63441890e-03,  +1.63733741e-03,  +2.15039424e-03,  -1.05467549e-03,  +2.07216476e-04,  +1.41842899e-05,  +5.47329780e-04,  -3.20890982e-04,
   +5.99075780e-01,  +1.12394059e+03,  +3.61548477e+02,  +1.07322041e+00,  +1.07315260e+00,  +3.32420061e+01,  +2.45893074e+01,  +5.42265627e+01,  +2.03339027e+01,  +9.77799821e-01,  +1.92367098e-01,  +2.47875904e+00,  +2.47885902e+00,  +8.23129118e-05,  +3.56940200e-03,  +1.61538728e-03,  +2.11447264e-03,  -1.03492679e-03,  +2.02616920e-04,  +1.39485478e-05,  +5.30445762e-04,  -3.10644386e-04,
   +6.07034839e-01,  +1.13887278e+03,  +3.66271476e+02,  +1.07558564e+00,  +1.07552270e+00,  +3.33152668e+01,  +2.46358615e+01,  +5.43713007e+01,  +2.03796828e+01,  +9.77693020e-01,  +1.92388439e-01,  +2.47930378e+00,  +2.47940483e+00,  +8.23264785e-05,  +3.50573684e-03,  +1.59362418e-03,  +2.07793638e-03,  -1.01506450e-03,  +1.98128610e-04,  +1.37126247e-05,  +5.13975166e-04,  -3.00566518e-04,
   +6.15046478e-01,  +1.15390361e+03,  +3.71026568e+02,  +1.07792952e+00,  +1.07787121e+00,  +3.33878663e+01,  +2.46819930e+01,  +5.45147557e+01,  +2.04250656e+01,  +9.77591245e-01,  +1.92409706e-01,  +2.47983517e+00,  +2.47993708e+00,  +8.23397118e-05,  +3.44331066e-03,  +1.57210256e-03,  +2.04063775e-03,  -9.95084679e-04,  +1.93762650e-04,  +1.34776003e-05,  +4.97958063e-04,  -2.90657222e-04,
   +6.23109963e-01,  +1.16903171e+03,  +3.75813081e+02,  +1.08025031e+00,  +1.08019636e+00,  +3.34597508e+01,  +2.47276679e+01,  +5.46568205e+01,  +2.04700148e+01,  +9.77492820e-01,  +1.92430560e-01,  +2.48035302e+00,  +2.48045560e+00,  +8.23526075e-05,  +3.38162013e-03,  +1.55084395e-03,  +2.00264501e-03,  -9.74903266e-04,  +1.89522662e-04,  +1.32440524e-05,  +4.82397480e-04,  -2.80928656e-04,
   +6.31224533e-01,  +1.18425565e+03,  +3.80631029e+02,  +1.08254634e+00,  +1.08249648e+00,  +3.35308682e+01,  +2.47728531e+01,  +5.47973910e+01,  +2.05145014e+01,  +9.77399560e-01,  +1.92451322e-01,  +2.48085688e+00,  +2.48095992e+00,  +8.23651538e-05,  +3.32040371e-03,  +1.52983600e-03,  +1.96412133e-03,  -9.54472721e-04,  +1.85412553e-04,  +1.30128362e-05,  +4.67372651e-04,  -2.71430847e-04,
   +6.39389400e-01,  +1.19957395e+03,  +3.85479702e+02,  +1.08481376e+00,  +1.08476779e+00,  +3.36010993e+01,  +2.48174730e+01,  +5.49362303e+01,  +2.05584479e+01,  +9.77309919e-01,  +1.92471697e-01,  +2.48134682e+00,  +2.48145017e+00,  +8.23773533e-05,  +3.25999325e-03,  +1.50907498e-03,  +1.92526786e-03,  -9.33817626e-04,  +1.81431755e-04,  +1.27843357e-05,  +4.52838091e-04,  -2.62154466e-04,
   +6.47603753e-01,  +1.21498510e+03,  +3.90358682e+02,  +1.08704765e+00,  +1.08700537e+00,  +3.36702920e+01,  +2.48614313e+01,  +5.50730370e+01,  +2.06017592e+01,  +9.77224660e-01,  +1.92491941e-01,  +2.48182415e+00,  +2.48192769e+00,  +8.23892379e-05,  +3.20069229e-03,  +1.48860066e-03,  +1.88636016e-03,  -9.13010641e-04,  +1.77570353e-04,  +1.25588960e-05,  +4.38613271e-04,  -2.53027940e-04,
   +6.55866753e-01,  +1.23048752e+03,  +3.95266861e+02,  +1.08924642e+00,  +1.08920758e+00,  +3.37383968e+01,  +2.49046966e+01,  +5.52077119e+01,  +2.06443983e+01,  +9.77141407e-01,  +1.92511716e-01,  +2.48229049e+00,  +2.48239414e+00,  +8.24008485e-05,  +3.14210776e-03,  +1.46847092e-03,  +1.84775932e-03,  -8.92055475e-04,  +1.73807301e-04,  +1.23360333e-05,  +4.24600246e-04,  -2.43999662e-04,
   +6.64177540e-01,  +1.24607958e+03,  +4.00203947e+02,  +1.09141177e+00,  +1.09137614e+00,  +3.38054667e+01,  +2.49473027e+01,  +5.53403588e+01,  +2.06863997e+01,  +9.77061292e-01,  +1.92531276e-01,  +2.48274627e+00,  +2.48284993e+00,  +8.24121956e-05,  +3.08352265e-03,  +1.44871254e-03,  +1.80954587e-03,  -8.70946700e-04,  +1.70149581e-04,  +1.21155524e-05,  +4.10835443e-04,  -2.35092980e-04,
   +6.72535224e-01,  +1.26175964e+03,  +4.05169413e+02,  +1.09354537e+00,  +1.09351268e+00,  +3.38715529e+01,  +2.49892821e+01,  +5.54710778e+01,  +2.07277950e+01,  +9.76983448e-01,  +1.92550367e-01,  +2.48319042e+00,  +2.48329396e+00,  +8.24232528e-05,  +3.02477120e-03,  +1.42931174e-03,  +1.77144862e-03,  -8.49715658e-04,  +1.66590519e-04,  +1.18970352e-05,  +3.97407994e-04,  -2.26372328e-04,
   +6.80938893e-01,  +1.27752597e+03,  +4.10163266e+02,  +1.09564797e+00,  +1.09561796e+00,  +3.39366788e+01,  +2.50306500e+01,  +5.55999146e+01,  +2.07686030e+01,  +9.76909813e-01,  +1.92569312e-01,  +2.48362217e+00,  +2.48372549e+00,  +8.24340007e-05,  +2.96604811e-03,  +1.41020349e-03,  +1.73361698e-03,  -8.28365073e-04,  +1.63098066e-04,  +1.16802151e-05,  +3.84348662e-04,  -2.17844517e-04,
   +6.89387611e-01,  +1.29337681e+03,  +4.15184806e+02,  +1.09771936e+00,  +1.09769182e+00,  +3.40008384e+01,  +2.50714026e+01,  +5.57268560e+01,  +2.08088180e+01,  +9.76839387e-01,  +1.92587915e-01,  +2.48404150e+00,  +2.48414451e+00,  +8.24444390e-05,  +2.90738179e-03,  +1.39132538e-03,  +1.69634538e-03,  -8.06894559e-04,  +1.59660744e-04,  +1.14650920e-05,  +3.71693373e-04,  -2.09507342e-04,
   +6.97880417e-01,  +1.30931037e+03,  +4.20233847e+02,  +1.09976058e+00,  +1.09973530e+00,  +3.40640633e+01,  +2.51115601e+01,  +5.58519637e+01,  +2.08484622e+01,  +9.76773541e-01,  +1.92606428e-01,  +2.48444819e+00,  +2.48455078e+00,  +8.24545622e-05,  +2.84886609e-03,  +1.37266252e-03,  +1.65969291e-03,  -7.85269134e-04,  +1.56290237e-04,  +1.12520438e-05,  +3.59531044e-04,  -2.01379929e-04,
   +7.06416326e-01,  +1.32532480e+03,  +4.25309621e+02,  +1.10177574e+00,  +1.10175252e+00,  +3.41264810e+01,  +2.51512036e+01,  +5.59754891e+01,  +2.08876136e+01,  +9.76711051e-01,  +1.92624603e-01,  +2.48484215e+00,  +2.48494420e+00,  +8.24643681e-05,  +2.79048555e-03,  +1.35421733e-03,  +1.62370546e-03,  -7.63426584e-04,  +1.52991793e-04,  +1.10410130e-05,  +3.47830042e-04,  -1.93457086e-04,
   +7.14994330e-01,  +1.34141820e+03,  +4.30411723e+02,  +1.10376930e+00,  +1.10374795e+00,  +3.41882296e+01,  +2.51904209e+01,  +5.60977046e+01,  +2.09263597e+01,  +9.76652776e-01,  +1.92642648e-01,  +2.48522384e+00,  +2.48532526e+00,  +8.24738682e-05,  +2.73178112e-03,  +1.33600221e-03,  +1.58824810e-03,  -7.41336366e-04,  +1.49771385e-04,  +1.08324355e-05,  +3.36496430e-04,  -1.85717440e-04,
   +7.23613397e-01,  +1.35758864e+03,  +4.35539160e+02,  +1.10574333e+00,  +1.10572368e+00,  +3.42493734e+01,  +2.52292529e+01,  +5.62187366e+01,  +2.09647374e+01,  +9.76597066e-01,  +1.92660287e-01,  +2.48559389e+00,  +2.48569462e+00,  +8.24830783e-05,  +2.67249379e-03,  +1.31805865e-03,  +1.55305586e-03,  -7.19003043e-04,  +1.46643401e-04,  +1.06272171e-05,  +3.25483056e-04,  -1.78110690e-04,
   +7.32272474e-01,  +1.37383414e+03,  +4.40691549e+02,  +1.10769668e+00,  +1.10767857e+00,  +3.43098764e+01,  +2.52676769e+01,  +5.63385135e+01,  +2.10027256e+01,  +9.76544784e-01,  +1.92677699e-01,  +2.48595236e+00,  +2.48605235e+00,  +8.24919999e-05,  +2.61282683e-03,  +1.30041604e-03,  +1.51803552e-03,  -6.96447552e-04,  +1.43631900e-04,  +1.04267517e-05,  +3.14783658e-04,  -1.70607305e-04,
   +7.40970483e-01,  +1.39015269e+03,  +4.45868290e+02,  +1.10962572e+00,  +1.10960896e+00,  +3.43696267e+01,  +2.53056219e+01,  +5.64568128e+01,  +2.10402537e+01,  +9.76495233e-01,  +1.92694668e-01,  +2.48629824e+00,  +2.48639746e+00,  +8.25006078e-05,  +2.55312761e-03,  +1.28307417e-03,  +1.48328458e-03,  -6.73737854e-04,  +1.40733871e-04,  +1.02317479e-05,  +3.04448401e-04,  -1.63236424e-04,
   +7.49706327e-01,  +1.40654222e+03,  +4.51069312e+02,  +1.11152587e+00,  +1.11151022e+00,  +3.44284822e+01,  +2.53429978e+01,  +5.65733526e+01,  +2.10772362e+01,  +9.76450041e-01,  +1.92711437e-01,  +2.48663048e+00,  +2.48672891e+00,  +8.25088762e-05,  +2.49365724e-03,  +1.26598868e-03,  +1.44922397e-03,  -6.50963145e-04,  +1.37921446e-04,  +1.00419238e-05,  +2.94556000e-04,  -1.56023161e-04,
   +7.58478886e-01,  +1.42300063e+03,  +4.56293874e+02,  +1.11339190e+00,  +1.11337714e+00,  +3.44862808e+01,  +2.53797016e+01,  +5.66878107e+01,  +2.11135698e+01,  +9.76408481e-01,  +1.92727854e-01,  +2.48694901e+00,  +2.48704660e+00,  +8.25168028e-05,  +2.43459338e-03,  +1.24911848e-03,  +1.41620019e-03,  -6.28166837e-04,  +1.35175917e-04,  +9.85630007e-06,  +2.85122950e-04,  -1.48962950e-04,
   +7.67287020e-01,  +1.43952578e+03,  +4.61541425e+02,  +1.11521899e+00,  +1.11520497e+00,  +3.45428730e+01,  +2.54156386e+01,  +5.67998904e+01,  +2.11491607e+01,  +9.76371223e-01,  +1.92744113e-01,  +2.48725460e+00,  +2.48735133e+00,  +8.25244072e-05,  +2.37597640e-03,  +1.23245794e-03,  +1.38408675e-03,  -6.05345170e-04,  +1.32501242e-04,  +9.67442723e-06,  +2.76053126e-04,  -1.42019780e-04,
   +7.76129567e-01,  +1.45611550e+03,  +4.66810795e+02,  +1.11700443e+00,  +1.11699102e+00,  +3.45981754e+01,  +2.54507560e+01,  +5.69094255e+01,  +2.11839522e+01,  +9.76336697e-01,  +1.92760005e-01,  +2.48754856e+00,  +2.48764438e+00,  +8.25317221e-05,  +2.31747372e-03,  +1.21604782e-03,  +1.35262222e-03,  -5.82484480e-04,  +1.29903211e-04,  +9.49565748e-06,  +2.67256601e-04,  -1.35173373e-04,
   +7.85005347e-01,  +1.47276756e+03,  +4.72101279e+02,  +1.11874842e+00,  +1.11873545e+00,  +3.46521939e+01,  +2.54850574e+01,  +5.70164268e+01,  +2.12179473e+01,  +9.76305137e-01,  +1.92775644e-01,  +2.48783177e+00,  +2.48792663e+00,  +8.25387692e-05,  +2.25875334e-03,  +1.19995319e-03,  +1.32185310e-03,  -5.59504726e-04,  +1.27370470e-04,  +9.31945329e-06,  +2.58713896e-04,  -1.28421190e-04,
   +7.93913159e-01,  +1.48947972e+03,  +4.77411962e+02,  +1.12045277e+00,  +1.12044003e+00,  +3.47049847e+01,  +2.55185788e+01,  +5.71210052e+01,  +2.12511795e+01,  +9.76275517e-01,  +1.92790833e-01,  +2.48810429e+00,  +2.48819814e+00,  +8.25455502e-05,  +2.19995351e-03,  +1.18422175e-03,  +1.29211367e-03,  -5.36348704e-04,  +1.24892345e-04,  +9.14522055e-06,  +2.50432687e-04,  -1.21773613e-04,
