%    ___                              _ _    _     
%   / __|___ _ __  _ __ _ _ ___ _____(_) |__| |___ 
%  | (__/ _ \ '  \| '_ \ '_/ -_|_-<_-< | '_ \ / -_)
%   \___\___/_|_|_| .__/_| \___/__/__/_|_.__/_\___|
%                 |_|                              
%   _            _         _         _        _                       _ 
%  | |_ _  _ _ _| |__ _  _| |___ _ _| |_   __| |_  __ _ _ _  _ _  ___| |
%  |  _| || | '_| '_ \ || | / -_) ' \  _| / _| ' \/ _` | ' \| ' \/ -_) |
%   \__|\_,_|_| |_.__/\_,_|_\___|_||_\__| \__|_||_\__,_|_||_|_||_\___|_|
%                                                                       
%      _      _        
%   __| |__ _| |_ __ _ 
%  / _` / _` |  _/ _` |
%  \__,_\__,_|\__\__,_|
%
%  Compressible turbulent channel data
%    by
%    Andrew Trettel and Johan Larsson
%    University of Maryland, College Park
%
%  Point of contact:
%    Andrew Trettel
%    andrew.trettel@gmail.com
%    University of California, Los Angeles
%    Department of Mechanical and Aerospace Engineering
%
%  Literature source:
%  "Mean velocity scaling for compressible wall turbulence with heat transfer"
%  Trettel, Andrew and Larsson, Johan, Physics of Fluids, 28, 026102 (2016),
%  DOI:http://dx.doi.org/10.1063/1.4942022
%
%  Notation used:
%     X'   - Fluctuation from Reynolds decomposition
%     X''  - Fluctuation from Favre decomposition
%    <X>   - Reynolds-averaged quantity
%    <X>_f - Favre-averaged quantity
%
%
%  Processed on 2016-11-23.
%
%     paper = M4.0R200
%  casename = c4e 
%   Ma_bulk = +4.00192138e+00 
%   Re_bulk = +1.00000000e+04 
%        Pr = +7.00000000e-01 
%     gamma = +1.40000000e+00 
%         R = +4.46000000e-02 
%     omega = +7.50000000e-01 
%
%       n_x = 1260 
%       n_y = 384 
%       n_z = 644 
%
%       T_w = +1.00000000e+00 
%     rho_w = +3.44921321e+00 
%      mu_w = +1.00000000e-04 
%     tau_w = +3.00136051e-03 
%       u_e = +1.13728265e+00 
%       T_e = +3.63740111e+00 
%     rho_e = +9.50891957e-01 
%      mu_e = +2.63386430e-04 
%
%     u_tau = +2.94984408e-02 
%      l_nu = +9.82835642e-04 
%     T_tau = -1.88954747e-01 
%
%       B_q = -1.88954747e-01 
%       q_w = -3.00109548e-03 
%
%    Re_tau = +1.01746412e+03 
%   Re_tau* = +2.02829571e+02 
%    Ma_tau = +1.18050441e-01 
%
%
%  Descriptions of columns
%  ( 1)               y: Wall-normal coordinate
%  ( 2)              y+: Wall-normal coordinate, scaled by viscous units
%  ( 3)            Y+tl: Wall-normal coordinate, transformed by the Trettel-Larsson transformation (semi-local scaling)
%  ( 4)             <u>: Reynolds-averaged streamwise velocity
%  ( 5)           <u>_f: Favre-averaged streamwise velocity
%  ( 6)              u+: Reynolds-averaged streamwise velocity, scaled by viscous units
%  ( 7)            U+vd: Reynolds-averaged streamwise velocity, transformed by the Van Driest transformation
%  ( 8)            U+vs: Reynolds-averaged streamwise velocity, transformed by the viscous sublayer transformation
%  ( 9)            U+tl: Reynolds-averaged streamwise velocity, transformed by the Trettel-Larsson transformation
%  (10)           <rho>: Reynolds-averaged density
%  (11)             <P>: Reynolds-averaged pressure
%  (12)             <T>: Reynolds-averaged temperature
%  (13)           <T>_f: Favre-averaged temperature
%  (14)              mu: Viscosity function evaluated at the Reynolds-averaged temperature
%  (15)      <u''u''>_f: Favre-averaged streamwise velocity fluctuations squared
%  (16)      <v''v''>_f: Favre-averaged wall-normal velocity fluctuations squared
%  (17)      <w''w''>_f: Favre-averaged spanwise velocity fluctuations squared
%  (18)      <u''v''>_f: Favre-averaged Reynolds shear stress
%  (19)      <rho'rho'>: Reynolds-averaged density fluctuations squared
%  (20)          <P'P'>: Reynolds-averaged pressure fluctuations squared
%  (21)      <T''T''>_f: Favre-averaged temperature fluctuations squared
%  (22)      <T''v''>_f: 
%
%
%                y,               y+,             Y+tl,              <u>,            <u>_f,               u+,             U+vd,             U+vs,             U+tl,            <rho>,              <P>,              <T>,            <T>_f,               mu,       <u''u''>_f,       <v''v''>_f,       <w''w''>_f,       <u''v''>_f,       <rho'rho'>,           <P'P'>,       <T''T''>_f,       <T''v''>_f,
   +5.73368915e-01,  +5.83382298e+02,  +1.17016678e+02,  +1.07524385e+00,  +1.07507514e+00,  +3.64508706e+01,  +2.35721744e+01,  +7.48367436e+01,  +1.75138929e+01,  +9.53456593e-01,  +1.53694419e-01,  +3.61405350e+00,  +3.61428482e+00,  +2.62117444e-04,  +4.53842967e-03,  +1.76946961e-03,  +2.25084301e-03,  -1.26855329e-03,  +4.12129551e-04,  +1.82450147e-05,  +2.59121332e-03,  -7.29048597e-04,
   +5.80449162e-01,  +5.90586195e+02,  +1.18432726e+02,  +1.07701870e+00,  +1.07685772e+00,  +3.65110381e+01,  +2.36038071e+01,  +7.49944670e+01,  +1.75448961e+01,  +9.53328744e-01,  +1.53710298e-01,  +3.61490758e+00,  +3.61514299e+00,  +2.62163900e-04,  +4.47145355e-03,  +1.75311146e-03,  +2.21933781e-03,  -1.24795845e-03,  +4.04297444e-04,  +1.79641415e-05,  +2.51333667e-03,  -7.09132177e-04,
   +5.87567867e-01,  +5.97829222e+02,  +1.19856607e+02,  +1.07877960e+00,  +1.07862592e+00,  +3.65707328e+01,  +2.36351894e+01,  +7.51509787e+01,  +1.75756642e+01,  +9.53204779e-01,  +1.53726023e-01,  +3.61574397e+00,  +3.61598303e+00,  +2.62209392e-04,  +4.40549220e-03,  +1.73668539e-03,  +2.18788494e-03,  -1.22721735e-03,  +3.96608413e-04,  +1.76849479e-05,  +2.43772706e-03,  -6.89440259e-04,
   +5.94724580e-01,  +6.05110920e+02,  +1.21288384e+02,  +1.08052640e+00,  +1.08037966e+00,  +3.66299497e+01,  +2.36663183e+01,  +7.53062640e+01,  +1.76061974e+01,  +9.53086983e-01,  +1.53741985e-01,  +3.61656314e+00,  +3.61680547e+00,  +2.62253945e-04,  +4.34046830e-03,  +1.72020233e-03,  +2.15655898e-03,  -1.20631740e-03,  +3.89058714e-04,  +1.74080639e-05,  +2.36429952e-03,  -6.69975558e-04,
   +6.01918838e-01,  +6.12430820e+02,  +1.22727801e+02,  +1.08225893e+00,  +1.08211879e+00,  +3.66886824e+01,  +2.36971910e+01,  +7.54603057e+01,  +1.76364888e+01,  +9.52972709e-01,  +1.53757782e-01,  +3.61736565e+00,  +3.61761086e+00,  +2.62297589e-04,  +4.27633305e-03,  +1.70367294e-03,  +2.12544982e-03,  -1.18526439e-03,  +3.81635446e-04,  +1.71327925e-05,  +2.29292006e-03,  -6.50743390e-04,
   +6.09150169e-01,  +6.19788440e+02,  +1.24174906e+02,  +1.08397692e+00,  +1.08384312e+00,  +3.67469226e+01,  +2.37278029e+01,  +7.56130809e+01,  +1.76665368e+01,  +9.52864133e-01,  +1.53773792e-01,  +3.61815205e+00,  +3.61839981e+00,  +2.62340355e-04,  +4.21299674e-03,  +1.68710519e-03,  +2.09461433e-03,  -1.16406996e-03,  +3.74350083e-04,  +1.68598618e-05,  +2.22347736e-03,  -6.31755249e-04,
   +6.16418083e-01,  +6.27183282e+02,  +1.25629449e+02,  +1.08568017e+00,  +1.08555242e+00,  +3.68046629e+01,  +2.37581504e+01,  +7.57645691e+01,  +1.76963341e+01,  +9.52758751e-01,  +1.53789625e-01,  +3.61892269e+00,  +3.61917262e+00,  +2.62382261e-04,  +4.15030330e-03,  +1.67051385e-03,  +2.06405695e-03,  -1.14274599e-03,  +3.67203622e-04,  +1.65888647e-05,  +2.15595036e-03,  -6.13037680e-04,
   +6.23722081e-01,  +6.34614837e+02,  +1.27091490e+02,  +1.08736860e+00,  +1.08724669e+00,  +3.68619009e+01,  +2.37882322e+01,  +7.59147631e+01,  +1.77258824e+01,  +9.52658737e-01,  +1.53805633e-01,  +3.61967758e+00,  +3.61992934e+00,  +2.62423309e-04,  +4.08804065e-03,  +1.65391612e-03,  +2.03373633e-03,  -1.12129599e-03,  +3.60214136e-04,  +1.63207441e-05,  +2.09039640e-03,  -5.94629354e-04,
   +6.31061649e-01,  +6.42082585e+02,  +1.28560801e+02,  +1.08904234e+00,  +1.08892601e+00,  +3.69186409e+01,  +2.38180508e+01,  +7.60636734e+01,  +1.77551811e+01,  +9.52561811e-01,  +1.53821434e-01,  +3.62041639e+00,  +3.62066963e+00,  +2.62463480e-04,  +4.02598981e-03,  +1.63733656e-03,  +2.00359788e-03,  -1.09971926e-03,  +3.53382934e-04,  +1.60553042e-05,  +2.02690614e-03,  -5.76573334e-04,
   +6.38436263e-01,  +6.49585989e+02,  +1.30037445e+02,  +1.09070172e+00,  +1.09059078e+00,  +3.69748938e+01,  +2.38476119e+01,  +7.62113278e+01,  +1.77842390e+01,  +9.52470084e-01,  +1.53837359e-01,  +3.62113881e+00,  +3.62139319e+00,  +2.62502758e-04,  +3.96394020e-03,  +1.62080011e-03,  +1.97359086e-03,  -1.07800618e-03,  +3.46722928e-04,  +1.57935119e-05,  +1.96551002e-03,  -5.58895227e-04,
   +6.45845383e-01,  +6.57124503e+02,  +1.31521184e+02,  +1.09234721e+00,  +1.09224149e+00,  +3.70306761e+01,  +2.38769244e+01,  +7.63577687e+01,  +1.78130617e+01,  +9.52381297e-01,  +1.53853037e-01,  +3.62184470e+00,  +3.62209990e+00,  +2.62541136e-04,  +3.90172778e-03,  +1.60433556e-03,  +1.94368324e-03,  -1.05614265e-03,  +3.40229623e-04,  +1.55351714e-05,  +1.90612228e-03,  -5.41592089e-04,
   +6.53288459e-01,  +6.64697566e+02,  +1.33012048e+02,  +1.09397938e+00,  +1.09387875e+00,  +3.70860068e+01,  +2.39059982e+01,  +7.65030448e+01,  +1.78416613e+01,  +9.52297308e-01,  +1.53868780e-01,  +3.62253424e+00,  +3.62279002e+00,  +2.62578623e-04,  +3.83926228e-03,  +1.58796851e-03,  +1.91385722e-03,  -1.03411249e-03,  +3.33909154e-04,  +1.52810879e-05,  +1.84856239e-03,  -5.24636703e-04,
   +6.60764928e-01,  +6.72304605e+02,  +1.34509779e+02,  +1.09559865e+00,  +1.09550293e+00,  +3.71409002e+01,  +2.39348410e+01,  +7.66471934e+01,  +1.78700424e+01,  +9.52215871e-01,  +1.53884236e-01,  +3.62320767e+00,  +3.62346381e+00,  +2.62615232e-04,  +3.77655364e-03,  +1.57172458e-03,  +1.88413277e-03,  -1.01191158e-03,  +3.27749198e-04,  +1.50308916e-05,  +1.79264865e-03,  -5.08001374e-04,
   +6.68274216e-01,  +6.79945036e+02,  +1.36014405e+02,  +1.09720511e+00,  +1.09711413e+00,  +3.71953596e+01,  +2.39634545e+01,  +7.67902217e+01,  +1.78982089e+01,  +9.52138792e-01,  +1.53899707e-01,  +3.62386512e+00,  +3.62412145e+00,  +2.62650971e-04,  +3.71367062e-03,  +1.55562327e-03,  +1.85457761e-03,  -9.89549092e-04,  +3.21745805e-04,  +1.47850657e-05,  +1.73826976e-03,  -4.91670709e-04,
   +6.75815735e-01,  +6.87618261e+02,  +1.37525682e+02,  +1.09879848e+00,  +1.09871199e+00,  +3.72493749e+01,  +2.39918336e+01,  +7.69321027e+01,  +1.79261530e+01,  +9.52064059e-01,  +1.53914864e-01,  +3.62450656e+00,  +3.62476290e+00,  +2.62685838e-04,  +3.65069389e-03,  +1.53968174e-03,  +1.82528912e-03,  -9.67045093e-04,  +3.15880908e-04,  +1.45429521e-05,  +1.68539768e-03,  -4.75640786e-04,
   +6.83388885e-01,  +6.95323670e+02,  +1.39043639e+02,  +1.10037816e+00,  +1.10029591e+00,  +3.73029261e+01,  +2.40199677e+01,  +7.70727832e+01,  +1.79538669e+01,  +9.51993488e-01,  +1.53930002e-01,  +3.62513193e+00,  +3.62538813e+00,  +2.62719830e-04,  +3.58767708e-03,  +1.52391099e-03,  +1.79634488e-03,  -9.44418434e-04,  +3.10149145e-04,  +1.43047322e-05,  +1.63402731e-03,  -4.59904465e-04,
   +6.90993057e-01,  +7.03060641e+02,  +1.40568036e+02,  +1.10194338e+00,  +1.10186509e+00,  +3.73559875e+01,  +2.40478436e+01,  +7.72121948e+01,  +1.79813348e+01,  +9.51925194e-01,  +1.53944815e-01,  +3.62574124e+00,  +3.62599713e+00,  +2.62752948e-04,  +3.52464664e-03,  +1.50832196e-03,  +1.76778479e-03,  -9.21686152e-04,  +3.04533504e-04,  +1.40696489e-05,  +1.58414548e-03,  -4.44447533e-04,
   +6.98627627e-01,  +7.10828543e+02,  +1.42098888e+02,  +1.10349331e+00,  +1.10341868e+00,  +3.74085302e+01,  +2.40754460e+01,  +7.73502609e+01,  +1.80085441e+01,  +9.51860875e-01,  +1.53959583e-01,  +3.62633457e+00,  +3.62658999e+00,  +2.62785196e-04,  +3.46158381e-03,  +1.49292359e-03,  +1.73960384e-03,  -8.98858119e-04,  +2.99028284e-04,  +1.38378766e-05,  +1.53574209e-03,  -4.29251298e-04,
   +7.06291961e-01,  +7.18626728e+02,  +1.43635950e+02,  +1.10502705e+00,  +1.10495573e+00,  +3.74605239e+01,  +2.41027590e+01,  +7.74869009e+01,  +1.80354765e+01,  +9.51798728e-01,  +1.53974014e-01,  +3.62691197e+00,  +3.62716675e+00,  +2.62816577e-04,  +3.39843810e-03,  +1.47772729e-03,  +1.71177245e-03,  -8.75939457e-04,  +2.93617054e-04,  +1.36088159e-05,  +1.48884080e-03,  -4.14304841e-04,
   +7.13985415e-01,  +7.26454541e+02,  +1.45179237e+02,  +1.10654362e+00,  +1.10647530e+00,  +3.75119358e+01,  +2.41297656e+01,  +7.76220276e+01,  +1.80621173e+01,  +9.51740400e-01,  +1.53988374e-01,  +3.62747334e+00,  +3.62772734e+00,  +2.62847086e-04,  +3.33515250e-03,  +1.46274227e-03,  +1.68427270e-03,  -8.52931652e-04,  +2.88297673e-04,  +1.33827588e-05,  +1.44350309e-03,  -3.99609809e-04,
   +7.21707332e-01,  +7.34311314e+02,  +1.46728520e+02,  +1.10804191e+00,  +1.10797623e+00,  +3.75627281e+01,  +2.41564459e+01,  +7.77555412e+01,  +1.80884450e+01,  +9.51684280e-01,  +1.54002391e-01,  +3.62801847e+00,  +3.62827148e+00,  +2.62876710e-04,  +3.27170249e-03,  +1.44797808e-03,  +1.65712967e-03,  -8.29838705e-04,  +2.83065231e-04,  +1.31592650e-05,  +1.39980917e-03,  -3.85176350e-04,
   +7.29457044e-01,  +7.42196368e+02,  +1.48283813e+02,  +1.10952060e+00,  +1.10945718e+00,  +3.76128557e+01,  +2.41827763e+01,  +7.78873223e+01,  +1.81144382e+01,  +9.51631971e-01,  +1.54016315e-01,  +3.62854713e+00,  +3.62879898e+00,  +2.62905439e-04,  +3.20810115e-03,  +1.43344149e-03,  +1.63038951e-03,  -8.06664067e-04,  +2.77931992e-04,  +1.29387169e-05,  +1.35780791e-03,  -3.71009647e-04,
   +7.37233873e-01,  +7.50109013e+02,  +1.49844882e+02,  +1.11097809e+00,  +1.11091654e+00,  +3.76622650e+01,  +2.42087287e+01,  +7.80172287e+01,  +1.81400672e+01,  +9.51581916e-01,  +1.54029891e-01,  +3.62905926e+00,  +3.62930972e+00,  +2.62933268e-04,  +3.14440999e-03,  +1.41914107e-03,  +1.60410823e-03,  -7.83414418e-04,  +2.72902202e-04,  +1.27208247e-05,  +1.31748645e-03,  -3.57106892e-04,
   +7.45037131e-01,  +7.58048548e+02,  +1.51411716e+02,  +1.11241250e+00,  +1.11235243e+00,  +3.77108916e+01,  +2.42342693e+01,  +7.81450908e+01,  +1.81653002e+01,  +9.51535535e-01,  +1.54043352e-01,  +3.62955493e+00,  +3.62980381e+00,  +2.62960202e-04,  +3.08072919e-03,  +1.40508490e-03,  +1.57835402e-03,  -7.60100936e-04,  +2.67986185e-04,  +1.25060626e-05,  +1.27877791e-03,  -3.43458344e-04,
   +7.52866118e-01,  +7.66014261e+02,  +1.52984069e+02,  +1.11382158e+00,  +1.11376261e+00,  +3.77586594e+01,  +2.42593583e+01,  +7.82707075e+01,  +1.81900957e+01,  +9.51491295e-01,  +1.54056455e-01,  +3.63003423e+00,  +3.63028133e+00,  +2.62986245e-04,  +3.01718581e-03,  +1.39128441e-03,  +1.55320841e-03,  -7.36742051e-04,  +2.63180320e-04,  +1.22942699e-05,  +1.24161864e-03,  -3.30055592e-04,
   +7.60720126e-01,  +7.74005433e+02,  +1.54561919e+02,  +1.11520279e+00,  +1.11514458e+00,  +3.78054827e+01,  +2.42839506e+01,  +7.83938521e+01,  +1.82144105e+01,  +9.51450474e-01,  +1.54069414e-01,  +3.63049727e+00,  +3.63074246e+00,  +2.63011405e-04,  +2.95390564e-03,  +1.37775250e-03,  +1.52873898e-03,  -7.13353296e-04,  +2.58484069e-04,  +1.20859660e-05,  +1.20596874e-03,  -3.16893483e-04,
   +7.68598435e-01,  +7.82021330e+02,  +1.56145014e+02,  +1.11655349e+00,  +1.11649572e+00,  +3.78512713e+01,  +2.43079990e+01,  +7.85142870e+01,  +1.82381958e+01,  +9.51411587e-01,  +1.54081995e-01,  +3.63094418e+00,  +3.63118733e+00,  +2.63035687e-04,  +2.89101655e-03,  +1.36450677e-03,  +1.50498089e-03,  -6.89941832e-04,  +2.53885381e-04,  +1.18810615e-05,  +1.17179853e-03,  -3.03970757e-04,
   +7.76500318e-01,  +7.90061212e+02,  +1.57733314e+02,  +1.11787108e+00,  +1.11781353e+00,  +3.78959379e+01,  +2.43314577e+01,  +7.86317812e+01,  +1.82614071e+01,  +9.51375766e-01,  +1.54094392e-01,  +3.63137515e+00,  +3.63161617e+00,  +2.63059102e-04,  +2.82865190e-03,  +1.35156638e-03,  +1.48193078e-03,  -6.66503814e-04,  +2.49382028e-04,  +1.16800896e-05,  +1.13908290e-03,  -2.91285176e-04,
   +7.84425035e-01,  +7.98124327e+02,  +1.59326558e+02,  +1.11915327e+00,  +1.11909573e+00,  +3.79394041e+01,  +2.43542854e+01,  +7.87461278e+01,  +1.82840016e+01,  +9.51341549e-01,  +1.54106380e-01,  +3.63179048e+00,  +3.63202931e+00,  +2.63081667e-04,  +2.76695954e-03,  +1.33895297e-03,  +1.45957002e-03,  -6.43029706e-04,  +2.44968980e-04,  +1.14830184e-05,  +1.10779154e-03,  -2.78828980e-04,
   +7.92371840e-01,  +8.06209916e+02,  +1.60924677e+02,  +1.12039816e+00,  +1.12034051e+00,  +3.79816060e+01,  +2.43764488e+01,  +7.88571579e+01,  +1.83059467e+01,  +9.51309890e-01,  +1.54118138e-01,  +3.63219068e+00,  +3.63242729e+00,  +2.63103409e-04,  +2.70609885e-03,  +1.32668635e-03,  +1.43788203e-03,  -6.19504335e-04,  +2.40652996e-04,  +1.12903551e-05,  +1.07784378e-03,  -2.66580608e-04,
   +8.00339977e-01,  +8.14317209e+02,  +1.62527386e+02,  +1.12160437e+00,  +1.12154650e+00,  +3.80224968e+01,  +2.43979234e+01,  +7.89647475e+01,  +1.83272158e+01,  +9.51279325e-01,  +1.54129460e-01,  +3.63257647e+00,  +3.63281083e+00,  +2.63124368e-04,  +2.64624843e-03,  +1.31478552e-03,  +1.41685877e-03,  -5.95912004e-04,  +2.36437867e-04,  +1.11020657e-05,  +1.04910642e-03,  -2.54507960e-04,
   +8.08328681e-01,  +8.22445429e+02,  +1.64134589e+02,  +1.12277099e+00,  +1.12271283e+00,  +3.80620454e+01,  +2.44186927e+01,  +7.90688134e+01,  +1.83477929e+01,  +9.51250656e-01,  +1.54140511e-01,  +3.63294866e+00,  +3.63318077e+00,  +2.63144588e-04,  +2.58759129e-03,  +1.30326682e-03,  +1.39648362e-03,  -5.72237455e-04,  +2.32338477e-04,  +1.09186529e-05,  +1.02144711e-03,  -2.42579913e-04,
   +8.16337179e-01,  +8.30593788e+02,  +1.65746005e+02,  +1.12389743e+00,  +1.12383889e+00,  +3.81002318e+01,  +2.44387463e+01,  +7.91693027e+01,  +1.83676656e+01,  +9.51222533e-01,  +1.54151102e-01,  +3.63330794e+00,  +3.63353779e+00,  +2.63164105e-04,  +2.53030449e-03,  +1.29214692e-03,  +1.37672422e-03,  -5.48469351e-04,  +2.28366851e-04,  +1.07402100e-05,  +9.94792701e-04,  -2.30783253e-04,
   +8.24364690e-01,  +8.38761493e+02,  +1.67361549e+02,  +1.12498333e+00,  +1.12492438e+00,  +3.81370440e+01,  +2.44580780e+01,  +7.92661824e+01,  +1.83868280e+01,  +9.51195790e-01,  +1.54161383e-01,  +3.63365468e+00,  +3.63388228e+00,  +2.63182942e-04,  +2.47454779e-03,  +1.28144138e-03,  +1.35753906e-03,  -5.24599759e-04,  +2.24541486e-04,  +1.05673586e-05,  +9.69134057e-04,  -2.19124971e-04,
   +8.32410425e-01,  +8.46947740e+02,  +1.68980981e+02,  +1.12602846e+00,  +1.12596903e+00,  +3.81724738e+01,  +2.44766834e+01,  +7.93594308e+01,  +1.84052748e+01,  +9.51169360e-01,  +1.54171181e-01,  +3.63398885e+00,  +3.63421419e+00,  +2.63201094e-04,  +2.42046627e-03,  +1.27116626e-03,  +1.33891330e-03,  -5.00627636e-04,  +2.20871493e-04,  +1.04002905e-05,  +9.44498794e-04,  -2.07623822e-04,
   +8.40473589e-01,  +8.55151719e+02,  +1.70604251e+02,  +1.12703261e+00,  +1.12697267e+00,  +3.82065147e+01,  +2.44945593e+01,  +7.94490299e+01,  +1.84230032e+01,  +9.51144182e-01,  +1.54180633e-01,  +3.63431009e+00,  +3.63453318e+00,  +2.63218544e-04,  +2.36818501e-03,  +1.26133587e-03,  +1.32087957e-03,  -4.76556529e-04,  +2.17365727e-04,  +1.02395523e-05,  +9.20919994e-04,  -1.96294249e-04,
   +8.48553377e-01,  +8.63372614e+02,  +1.72231154e+02,  +1.12799557e+00,  +1.12793505e+00,  +3.82391589e+01,  +2.45117015e+01,  +7.95349583e+01,  +1.84400083e+01,  +9.51119427e-01,  +1.54189582e-01,  +3.63461783e+00,  +3.63483870e+00,  +2.63235260e-04,  +2.31781958e-03,  +1.25196406e-03,  +1.30351093e-03,  -4.52394823e-04,  +2.14022875e-04,  +1.00852029e-05,  +8.98424803e-04,  -1.85139237e-04,
   +8.56648979e-01,  +8.71609599e+02,  +1.73861648e+02,  +1.12891698e+00,  +1.12885584e+00,  +3.82703948e+01,  +2.45281040e+01,  +7.96171847e+01,  +1.84562848e+01,  +9.51096022e-01,  +1.54198150e-01,  +3.63491143e+00,  +3.63513013e+00,  +2.63251208e-04,  +2.26948382e-03,  +1.24306291e-03,  +1.28689186e-03,  -4.28153737e-04,  +2.10844272e-04,  +9.93760245e-06,  +8.77037664e-04,  -1.74152618e-04,
   +8.64759579e-01,  +8.79861843e+02,  +1.75495544e+02,  +1.12979629e+00,  +1.12973449e+00,  +3.83002038e+01,  +2.45437569e+01,  +7.96956593e+01,  +1.84718223e+01,  +9.51073266e-01,  +1.54206198e-01,  +3.63519024e+00,  +3.63540681e+00,  +2.63266353e-04,  +2.22328980e-03,  +1.23464477e-03,  +1.27110062e-03,  -4.03847959e-04,  +2.07826965e-04,  +9.79673269e-06,  +8.56795473e-04,  -1.63328707e-04,
   +8.72884353e-01,  +8.88128509e+02,  +1.77132792e+02,  +1.13063272e+00,  +1.13057021e+00,  +3.83285588e+01,  +2.45586462e+01,  +7.97703107e+01,  +1.84866074e+01,  +9.51052003e-01,  +1.54213835e-01,  +3.63545361e+00,  +3.63566811e+00,  +2.63280658e-04,  +2.17932890e-03,  +1.22672136e-03,  +1.25619339e-03,  -3.79491391e-04,  +2.04973925e-04,  +9.66292246e-06,  +8.37736053e-04,  -1.52662013e-04,
   +8.81022472e-01,  +8.96408753e+02,  +1.78773205e+02,  +1.13142526e+00,  +1.13136202e+00,  +3.83554259e+01,  +2.45727541e+01,  +7.98410482e+01,  +1.85006213e+01,  +9.51031598e-01,  +1.54220933e-01,  +3.63570097e+00,  +3.63591345e+00,  +2.63294093e-04,  +2.13766871e-03,  +1.21930460e-03,  +1.24220052e-03,  -3.55095931e-04,  +2.02283948e-04,  +9.53620719e-06,  +8.19876407e-04,  -1.42143594e-04,
   +8.89173103e-01,  +9.04701727e+02,  +1.80416715e+02,  +1.13217277e+00,  +1.13210879e+00,  +3.83807664e+01,  +2.45860602e+01,  +7.99077700e+01,  +1.85138443e+01,  +9.51012767e-01,  +1.54227591e-01,  +3.63593186e+00,  +3.63614241e+00,  +2.63306634e-04,  +2.09835653e-03,  +1.21240413e-03,  +1.22913018e-03,  -3.30667177e-04,  +1.99757838e-04,  +9.41690803e-06,  +8.03211702e-04,  -1.31758680e-04,
   +8.97335404e-01,  +9.13006576e+02,  +1.82063135e+02,  +1.13287411e+00,  +1.13280941e+00,  +3.84045420e+01,  +2.45985444e+01,  +7.99703741e+01,  +1.85262554e+01,  +9.50994950e-01,  +1.54233702e-01,  +3.63614588e+00,  +3.63635459e+00,  +2.63318258e-04,  +2.06144595e-03,  +1.20602657e-03,  +1.21698766e-03,  -3.06206896e-04,  +1.97391412e-04,  +9.30504220e-06,  +7.87741192e-04,  -1.21493448e-04,
   +9.05508532e-01,  +9.21322440e+02,  +1.83712389e+02,  +1.13352820e+00,  +1.13346280e+00,  +3.84267156e+01,  +2.46101874e+01,  +8.00287623e+01,  +1.85378353e+01,  +9.50978794e-01,  +1.54239357e-01,  +3.63634268e+00,  +3.63654967e+00,  +2.63328946e-04,  +2.02702199e-03,  +1.20017320e-03,  +1.20578936e-03,  -2.81716775e-04,  +1.95184971e-04,  +9.20086017e-06,  +7.73479774e-04,  -1.11337609e-04,
   +9.13691637e-01,  +9.29648456e+02,  +1.85364288e+02,  +1.13413395e+00,  +1.13406789e+00,  +3.84472508e+01,  +2.46209699e+01,  +8.00828385e+01,  +1.85485642e+01,  +9.50963842e-01,  +1.54244471e-01,  +3.63652203e+00,  +3.63672741e+00,  +2.63338687e-04,  +1.99519816e-03,  +1.19484107e-03,  +1.19556614e-03,  -2.57203725e-04,  +1.93137883e-04,  +9.10439451e-06,  +7.60445734e-04,  -1.01283564e-04,
   +9.21883866e-01,  +9.37983755e+02,  +1.87018732e+02,  +1.13469029e+00,  +1.13462361e+00,  +3.84661105e+01,  +2.46308727e+01,  +8.01325043e+01,  +1.85584222e+01,  +9.50950610e-01,  +1.54249129e-01,  +3.63668393e+00,  +3.63688783e+00,  +2.63347480e-04,  +1.96607827e-03,  +1.19002350e-03,  +1.18634720e-03,  -2.32677858e-04,  +1.91255130e-04,  +9.01594336e-06,  +7.48647015e-04,  -9.13231025e-05,
   +9.30084361e-01,  +9.46327465e+02,  +1.88675514e+02,  +1.13519606e+00,  +1.13512883e+00,  +3.84832563e+01,  +2.46398754e+01,  +8.01776578e+01,  +1.85673881e+01,  +9.50938634e-01,  +1.54253267e-01,  +3.63682864e+00,  +3.63703119e+00,  +2.63355340e-04,  +1.93973130e-03,  +1.18571246e-03,  +1.17814702e-03,  -2.08150183e-04,  +1.89542017e-04,  +8.93566468e-06,  +7.38078878e-04,  -8.14495246e-05,
   +9.38292263e-01,  +9.54678710e+02,  +1.90334498e+02,  +1.13565010e+00,  +1.13558240e+00,  +3.84986484e+01,  +2.46479573e+01,  +8.02181944e+01,  +1.85754408e+01,  +9.50928258e-01,  +1.54256957e-01,  +3.63695653e+00,  +3.63715786e+00,  +2.63362285e-04,  +1.91619011e-03,  +1.18189901e-03,  +1.17095912e-03,  -1.83627625e-04,  +1.88008729e-04,  +8.86392593e-06,  +7.28719284e-04,  -7.16571170e-05,
   +9.46506706e-01,  +9.63036612e+02,  +1.91995474e+02,  +1.13605125e+00,  +1.13598315e+00,  +3.85122475e+01,  +2.46550978e+01,  +8.02540097e+01,  +1.85825584e+01,  +9.50919071e-01,  +1.54260149e-01,  +3.63706799e+00,  +3.63726826e+00,  +2.63368339e-04,  +1.89547173e-03,  +1.17857480e-03,  +1.16475975e-03,  -1.59113482e-04,  +1.86663092e-04,  +8.80091937e-06,  +7.20531777e-04,  -6.19411275e-05,
